74,전주항병원,병원,063-228-6002,55104,전라북도 전주시 완산구 안행8길 56-7 
75,정읍박병원,병원,063-533-7800,56181,전라북도 정읍시 충정로 324-1 
76,정읍사랑병원,병원,063-530-3100,56192,전라북도 정읍시 상동중앙로 94  
77,진안군의료원,병원,063-430-7000,55422,전라북도 진안군 진안읍 진무로 1145 
78,참병원,병원,063-220-0600,55093,전라북도 전주시 완산구 백제대로 114 
79,키즈드림아이엠씨병원,병원,063-711-2300,55365,전라북도 완주군 이서면 갈산로 46-0 
80,하나성심병원,병원,063-582-7119,56307,전라북도 부안군 부안읍 낭주길 3-0
81,한나여성병원,병원,063-250-3500,54893,전라북도 전주시 덕진구 기린대로 489  
82,한양병원,병원,063-220-5000,55122,전라북도 전주시 완산구 장승배기로 204 
83,함열중앙병원,병원,063-861-2700,54511,전라북도 익산시 함열읍 함열1길 29 
84,허병원,병원,063-254-5599,54899,전라북도 전주시 덕진구 조경단로 103 
85,희망병원,병원,063-540-8855,54339,전라북도 김제시 금구면 낙산1길 74-1 
86,희망병원,병원,063-652-2611,56036,전라북도 순창군 순창읍 장류로 347
87, 예림의료재단 김제요양병원,요양병원,063-540-8500,54384,전라북도 김제시 남북로 202 
88,봉정요양병원,요양병원,063-450-3939,54068,전라북도 군산시 쌍천로 82-3 
89,군산제일요양병원,요양병원,063-468-0372,54115,전라북도 군산시 대학로 183  
90,나은요양병원,요양병원,063-715-2300,54852,전라북도 전주시 덕진구 기린대로 951-0  
91,남원효사랑요양병원,요양병원,063-635-8880,55739,전라북도 남원시 옥정4길 7 
92,늘푸른요양병원,요양병원,063-247-0301,55014,전라북도 전주시 덕진구 진버들7길 33 
93,더숲요양병원,요양병원,063-230-2000,55114,전라북도 전주시 완산구 흑석2길 22 
94,만인요양병원,요양병원,063-273-0075,55145,전라북도 전주시 덕진구 발단길 5 
95,메디하우스요양병원,요양병원,063-854-8875,54675,전라북도 익산시 인북로4길 59 
96,미래요양병원,요양병원,063-540-8899,54339,전라북도 김제시 금구면 낙산1길 72 
97,벧엘요양병원,요양병원,063-255-5321,54930,전라북도 전주시 덕진구 조경단로 77 
98,벧엘요양병원,요양병원,063-231-8811,55359,전라북도 완주군 상관면 왜목로 700 
99,부안군노인요양병원,요양병원,063-581-9116,56318,전라북도 부안군 부안읍 봉두길 68 
100,부안효요양병원,요양병원,063-580-7100,56303,전라북도 부안군 행안면 염소로 25
101,사랑요양병원,요양병원,063-230-1202,55120,전라북도 전주시 완산구 덕적골1길 69  
102,사회복지법인 성바오로애덕원 성바오로복지병원,요양병원,063-249-3305,55347,전라북도 완주군 소양면 해월신왕길 65 
103,새희망요양병원,요양병원,063-911-0020,54172,전라북도 군산시 옥구읍 옥구남로 152-0 
104,샘고을요양병원,요양병원,063-700-7000,56184,전라북도 정읍시 정읍북로 42-30
105,성모요양병원,요양병원,063-270-5003,54894,전라북도 전주시 덕진구 가리내로 118  
106,수요양병원,요양병원,063-723-2500,54593,전라북도 익산시 중앙로1길 23-0  
107,순창요양병원,요양병원,063-650-8000,56050,전라북도 순창군 순창읍 순창로 105 
108,실로암병원,요양병원,063-261-7080,55350,전라북도 완주군 용진읍 완주로 806-6 
109,실로암사랑요양병원,요양병원,063-830-6000,54629,전라북도 익산시 선화로 389 
110,아중요양병원,요양병원,063-714-8888,55023,전라북도 전주시 덕진구 아중로 223-0 
111,엔젤의료재단 엔젤요양병원,요양병원,063-860-0114,54525,전라북도 익산시 함열읍 익산대로 1493-1 
112,연세요양병원,요양병원,063-840-8001,54594,전라북도 익산시 익산대로22길 52 
113,연수요양병원,요양병원,063-220-9311,55072,전라북도 전주시 완산구 쑥고개옛길 118 
114,예송요양병원,요양병원,063-250-9100,54983,전라북도 전주시 덕진구 전주천서로 337  
115,완주군아름다운노인전문병원,요양병원,063-717-3303,55360,전라북도 완주군 상관면 북치길 44-54 
116,완주요양병원,요양병원,063-260-8300,55319,전라북도 완주군 봉동읍 둔산3로 31-5 
117,우리노인전문병원,요양병원,063-210-3600,54876,전라북도 전주시 덕진구 정여립로 978 
118,우리들사랑요양병원,요양병원,063-711-1300,54965,전라북도 전주시 완산구 우전로 241-0
119,우석노인요양병원,요양병원,063-843-0119,54672,전라북도 익산시 목천로 120 
120,유정요양병원,요양병원,063-561-3355,56439,전라북도 고창군 고창읍 보릿골로 8 
121,은빛사랑요양병원,요양병원,063-224-9200,55362,전라북도 완주군 구이면 항가신기길 8-11 8
122,은파요양병원,요양병원,063-463-8888,54142,전라북도 군산시 대학로 375-0  
123,의료법인 구암의료재단 군산요양병원,요양병원,063-460-3400,54130,전라북도 군산시 하나운3길 18 
124,의료법인 디딤의료재단 우리요양병원,요양병원,063-714-3838,54914,전라북도 전주시 덕진구 안덕원로 291 
125,의료법인 백상의료재단 가족사랑요양병원,요양병원,063-540-1500,54366,전라북도 김제시 하동1길 13 
126,의료법인 성곡의료재단 군산효자요양병원,요양병원,063-472-8300,54112,전라북도 군산시 청소년회관로 45 
127,의료법인 옥성의료재단 골든카운티 요양병원,요양병원,063-221-7676,55144,전라북도 전주시 완산구 중인1길 136-20 
128,의료법인 원광의료재단 군산원광효도요양병원,요양병원,063-450-0700,54078,전라북도 군산시 조촌4길 11  
129,의료법인 원광의료재단 익산원광효도요양병원,요양병원,063-850-9900,54535,전라북도 익산시 익산대로33길 69 
130,의료법인 한빛의료재단 행복한노인요양병원,요양병원,063-464-7171,54172,전라북도 군산시 옥구읍 수산길 71-21 
131,의료법인 효성의료재단 새전주요양병원,요양병원,063-213-8275,54850,전라북도 전주시 덕진구 여암1길 37 
132,의료법인 효일의료재단 나눔요양병원,요양병원,063-276-7000,54986,전라북도 전주시 완산구 선너머2길 4 
133,의료법인건강나라의료재단 건강나라요양병원,요양병원,063-225-0880,55135,전라북도 전주시 완산구 맏내로 114 
134,의료법인계산재단문실버요양병원,요양병원,063-282-8833,55000,전라북도 전주시 완산구 충경로 91 
135,의료법인성노복지의료재단효자요양병원,요양병원,063-561-0841,56457,전라북도 고창군 무장면 감덕길 19 19
136,의료법인원산의료재단 다사랑요양병원,요양병원,063-630-1500,55730,전라북도 남원시 산곡길 55 
137,의료법인정익재단 메디케어요양병원,요양병원,063-561-6550,56419,전라북도 고창군 성내면 이재로 81-9 81
138,익산미소요양병원,요양병원,063-854-7000,54627,전라북도 익산시 선화로22길 52-9  
139,인암요양병원,요양병원,063-560-6400,56432,전라북도 고창군 고창읍 천변북로 91 
140,임실중앙요양병원,요양병원,063-644-1101,55930,전라북도 임실군 임실읍 봉황로 71 
141,재단법인 천주교 전주교구 유지재단 익산성모병원,요양병원,063-841-0714,54634,전라북도 익산시 동서로 309  
142,전라북도 고창노인요양병원,요양병원,063-560-6100,56442,전라북도 고창군 고창읍 고인돌대로 1765 
143,전라북도 남원노인요양병원,요양병원,063-630-7792,55730,전라북도 남원시 산성길 51-15 
144,전주 정드림요양병원,요양병원,063-276-7122,54823,전라북도 전주시 덕진구 솔내로 148 
145,전주늘사랑요양병원,요양병원,063-224-0081,55086,전라북도 전주시 완산구 용리로 60 
146,전주선요양병원,요양병원,063-278-8008,54992,전라북도 전주시 완산구 노송여울2길 134-0  
147,전주시노인복지병원,요양병원,063-220-9700,55071,전라북도 전주시 완산구 능안자구길 80 
148,정다운요양병원,요양병원,063-530-1000,56188,전라북도 정읍시 관통로 27 
149,정읍사랑요양병원,요양병원,063-530-5100,56192,전라북도 정읍시 상동중앙로 94  
150,정읍시립요양병원,요양병원,063-531-0075,56196,전라북도 정읍시 금붕1길 160-15 
151,중앙요양병원,요양병원,063-250-6100,54934,전라북도 전주시 덕진구 가리내로 23 
152,참사랑요양병원,요양병원,063-730-1000,54078,전라북도 군산시 조촌로 21 
153,포도나무요양병원,요양병원,063-241-6700,54910,전라북도 전주시 덕진구 백제대로 822  
154,학산요양병원,요양병원,063-230-2900,55119,전라북도 전주시 완산구 덕적골3길 55  
155,한국노인요양병원,요양병원,063-252-3723,54899,전라북도 전주시 덕진구 백제대로 587 
156,한길요양병원,요양병원,063-260-9900,55328,전라북도 완주군 봉동읍 낙평장기로 43 
157,한마음요양병원,요양병원,063-220-1111,54985,전라북도 전주시 완산구 백제대로 234 
158,한빛요양병원,요양병원,063-625-8996,55774,전라북도 남원시 향단로 28 28
159,한빛의료소비자생활협동조합 마음편한요양병원,요양병원,063-714-2500,54850,전라북도 전주시 덕진구 쪽구름로 87-1 
160,한빛의료소비자생활협동조합 행복나라요양병원,요양병원,063-211-2277,54810,전라북도 전주시 덕진구 번영로 462 
161,한사랑요양병원,요양병원,063-231-4800,55047,전라북도 전주시 완산구 용머리로 251 
162,한서요양병원,요양병원,063-570-7000,56206,전라북도 정읍시 월천안길 14 
163,한솔요양병원,요양병원,063-228-1122,55132,전라북도 전주시 완산구 장승배기로 46 
164,한양요양병원,요양병원,063-853-8276,54661,전라북도 익산시 고현로4길 3 
165,해맑은요양병원,요양병원,063-231-1100,55000,전라북도 전주시 완산구 팔달로 202-15  
166,해피하우스요양병원,요양병원,063-853-8275,54617,전라북도 익산시 익산대로 249 
167,행복한요양병원,요양병원,063-240-7000,54917,전라북도 전주시 덕진구 백제대로 700 
168,효드림요양병원,요양병원,063-547-5000,54392,전라북도 김제시 화동길 135  
169,효사랑가족요양병원,요양병원,063-711-1111,55054,전라북도 전주시 완산구 용머리로 77 
170,효사랑전주요양병원,요양병원,063-278-8288,54995,전라북도 전주시 완산구 팔달로 272 
171,혜민의료재단 우리한방병원,한방병원,063-545-5511,54393,전라북도 김제시 중앙로 209 
172,가람한방병원,한방병원,063-270-8600,54839,전라북도 전주시 덕진구 송천로 1 
173,기도하는한방병원,한방병원,063-770-7300,54373,전라북도 김제시 중앙로 51-18 
174,노블한방병원,한방병원,063-452-1075,54081,전라북도 군산시 문화로 77  
175,누가한방병원,한방병원,063-252-9111,55008,전라북도 전주시 덕진구 안덕원로 208 
176,다생한방병원,한방병원,063-714-2000,54939,전라북도 전주시 덕진구 벚꽃로 48-0 
177,덕진한방병원,한방병원,063-225-1075,54835,전라북도 전주시 덕진구 솔내로 131  
178,동의한방병원,한방병원,063-274-8575,54899,전라북도 전주시 덕진구 백제대로 625  
179,마디한방병원,한방병원,063-837-0010,54634,전라북도 익산시 고봉로 275-5 
180,명인한방병원,한방병원,063-714-4848,55086,전라북도 전주시 완산구 용리로 42 
181,모현한방병원,한방병원,063-721-1111,54660,전라북도 익산시 고현로 57 
182,솔한방병원,한방병원,063-714-2200,55102,전라북도 전주시 완산구 팔달로 7  
183,수람한방병원,한방병원,063-714-4001,55122,전라북도 전주시 완산구 장승배기로 200 
184,수송한방병원,한방병원,063-731-1075,54082,전라북도 군산시 문화로 121-0 2층 
185,영등한방병원,한방병원,063-841-1075,54628,전라북도 익산시 동서로 354 
186,우리들한방병원,한방병원,063-278-2200,54921,전라북도 전주시 덕진구 백제대로 670-0  
187,우석대부속전주한방병원,한방병원,063-220-8300,54987,전라북도 전주시 완산구 어은로 46 
188,원광대학교한의과대학부속전주한방병원,한방병원,063-270-1114,54887,전라북도 전주시 덕진구 가련산로 99  
189,원광대학교한의과대학익산한방병원,한방병원,063-859-2849,54538,전라북도 익산시 무왕로 895 
190,의료법인 지리산의료재단 어의당한방병원,한방병원,063-900-5555,54999,전라북도 전주시 완산구 전주객사1길 22 
191,의료법인 한국필의료재단 북면필한방병원,한방병원,063-538-0321,56135,전라북도 정읍시 북면 정읍북로 508 
192,일이삼한방병원,한방병원,063-907-0123,54904,전라북도 전주시 덕진구 동부대로 803
193,전일한방병원,한방병원,063-714-4222,55121,전라북도 전주시 완산구 장승배기로 228  
194,전주수한방병원,한방병원,063-247-9999,55015,전라북도 전주시 덕진구 안덕원로 378 
195,준한방병원,한방병원,063-715-1234,54986,전라북도 전주시 완산구 서원로 325-0 
196,중경한방병원,한방병원,063-232-2626,55134,전라북도 전주시 완산구 장승배기로 166 
197,지리산한방병원,한방병원,063-279-0900,54950,전라북도 전주시 완산구 서신로 62 
198,청담한방병원,한방병원,063-272-8778,54934,전라북도 전주시 덕진구 팔달로 377-0  
199,청아람한방병원,한방병원,063-714-4800,54966,전라북도 전주시 완산구 효자로 174 
200,하나한방병원,한방병원,063-852-0100,54595,전라북도 익산시 인북로 152
201,효천한방병원,한방병원,063-274-0365,55065,전라북도 전주시 완산구 쑥고개로 331-0  
202,미르치과병원,치과병원,063-224-7700,54985,전라북도 전주시 완산구 백제대로 218 
203,원광대학교치과대학부속치과병원,치과병원,063-859-2905,54538,전라북도 익산시 무왕로 895 
204,전북대학교치과병원,치과병원,063-250-2203,54907,전라북도 전주시 덕진구 건지로 20 
